Regio's,Perioden,Particuliere huishoudens: samenstelling|Totaal particuliere huishoudens,Particuliere huishoudens: samenstelling|Eenpersoonshuishouden,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Totaal meerpersoonshuishoudens,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Niet-gehuwd paar|Totaal niet-gehuwde paren,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Gehuwd paar|Totaal gehuwde paren,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Eenouderhuishouden|Totaal eenouderhuishoudens,Particuliere huishoudens: grootte|Meerpersoonshuishouden|2 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|3 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|4 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|5 of meer personen
Scherpenzeel,2016,3695,1068,2627,292,2129,195,1192,462,563,410
Scherpenzeel,2017,3833,1145,2688,332,2154,195,1237,454,605,392
Scherpenzeel,2018,3877,1128,2749,356,2186,201,1312,453,605,379
Scherpenzeel,2019,3906,1118,2788,359,2218,200,1331,477,568,412
Scherpenzeel,2020,3960,1165,2795,352,2237,198,1348,484,567,396
Scherpenzeel,2021,4091,1202,2889,383,2287,206,1413,503,590,383
Scherpenzeel,2022,4193,1274,2919,392,2312,207,1424,516,580,399
Scherpenzeel,2023,4213,1293,2920,378,2318,213,1414,513,589,404
Scherpenzeel,2024,4200,1268,2932,389,2312,219,1446,512,577,397
Stad Delden,2014,,,,,,,,,,
Stad Delden,2015,,,,,,,,,,
Stad Delden,2016,,,,,,,,,,
Stad Delden,2017,,,,,,,,,,
Stad Delden,2018,,,,,,,,,,
Stad Delden,2019,,,,,,,,,,
Stad Delden,2020,,,,,,,,,,
Stad Delden,2021,,,,,,,,,,
Stad Delden,2022,,,,,,,,,,
Stad Delden,2023,,,,,,,,,,
Stad Delden,2024,,,,,,,,,,
Staphorst,2014,5482,1163,4319,263,3780,239,1680,746,850,1043
Staphorst,2015,5558,1215,4343,253,3808,245,1731,712,876,1024
Staphorst,2016,5633,1259,4374,264,3836,239,1755,714,859,1046
Staphorst,2017,5702,1304,4398,254,3860,258,1752,727,867,1052
Staphorst,2018,5782,1362,4420,275,3871,247,1775,739,836,1070
Staphorst,2019,5874,1408,4466,289,3892,256,1794,741,857,1074
Staphorst,2020,5962,1458,4504,288,3923,264,1836,716,870,1082
Staphorst,2021,6017,1472,4545,301,3943,266,1842,765,854,1084
Staphorst,2022,6051,1499,4552,297,3942,278,1876,754,831,1091
Staphorst,2023,6229,1614,4615,322,3961,294,1920,725,846,1124
Staphorst,2024,6331,1711,4620,306,3971,308,1893,764,841,1122
Steenderen,2014,,,,,,,,,,
Steenderen,2015,,,,,,,,,,
Steenderen,2016,,,,,,,,,,
Steenderen,2017,,,,,,,,,,
Steenderen,2018,,,,,,,,,,
Steenderen,2019,,,,,,,,,,
Steenderen,2020,,,,,,,,,,
Steenderen,2021,,,,,,,,,,
Steenderen,2022,,,,,,,,,,
Steenderen,2023,,,,,,,,,,
Steenderen,2024,,,,,,,,,,
Steenwijk,2014,,,,,,,,,,
Steenwijk,2015,,,,,,,,,,
Steenwijk,2016,,,,,,,,,,
Steenwijk,2017,,,,,,,,,,
Steenwijk,2018,,,,,,,,,,
Steenwijk,2019,,,,,,,,,,
Steenwijk,2020,,,,,,,,,,
Steenwijk,2021,,,,,,,,,,
Steenwijk,2022,,,,,,,,,,
Steenwijk,2023,,,,,,,,,,
Steenwijk,2024,,,,,,,,,,
Steenwijkerland,2014,18618,5627,12991,2085,9756,1063,7049,2168,2561,1213
Steenwijkerland,2015,18630,5712,12918,2115,9639,1084,6970,2253,2495,1200
Steenwijkerland,2016,18650,5767,12883,2152,9556,1094,6966,2160,2560,1197
Steenwijkerland,2017,18843,5946,12897,2177,9515,1120,6966,2200,2550,1181
Steenwijkerland,2018,19062,6122,12940,2247,9495,1134,6980,2232,2514,1214
Steenwijkerland,2019,19250,6275,12975,2301,9455,1155,7046,2222,2521,1186
Steenwijkerland,2020,19361,6368,12993,2273,9459,1185,7068,2209,2529,1187
Steenwijkerland,2021,19598,6533,13065,2332,9463,1198,7151,2232,2518,1164
Steenwijkerland,2022,19821,6616,13205,2448,9515,1170,7288,2220,2527,1170
Steenwijkerland,2023,20128,6843,13285,2450,9538,1221,7225,2350,2525,1185
Steenwijkerland,2024,20266,6899,13367,2469,9553,1263,7333,2353,2534,1147
Tiel,2014,17517,5459,12058,2147,8469,1367,5797,2508,2624,1129
Tiel,2015,17558,5530,12028,2162,8415,1376,5828,2552,2538,1110
Tiel,2016,17663,5700,11963,2153,8317,1414,5873,2478,2507,1105
Tiel,2017,17811,5895,11916,2190,8216,1433,5904,2439,2439,1134
Tiel,2018,17943,6063,11880,2175,8190,1442,5925,2433,2413,1109
Tiel,2019,18557,6692,11865,2175,8133,1485,5973,2380,2433,1079
Tiel,2020,18726,6840,11886,2217,8119,1482,6024,2356,2416,1090
Tiel,2021,18660,6827,11833,2282,7987,1491,6022,2377,2352,1082
Tiel,2022,19088,7239,11849,2361,7938,1486,6086,2352,2365,1046
Tiel,2023,19383,7494,11889,2372,7931,1512,6117,2373,2352,1047
Tiel,2024,19073,7112,11961,2415,7938,1520,6185,2433,2309,1034
Tubbergen,2014,7847,1868,5979,728,4830,384,2503,933,1577,966
Tubbergen,2015,7856,1881,5975,762,4803,369,2509,963,1572,931
Tubbergen,2016,7876,1897,5979,779,4763,394,2525,981,1560,913
Tubbergen,2017,7920,1918,6002,824,4746,393,2555,994,1555,898
Tubbergen,2018,8014,1950,6064,887,4755,385,2650,1004,1550,860
Tubbergen,2019,8085,2018,6067,910,4742,387,2663,1011,1531,862
Tubbergen,2020,8159,2072,6087,950,4714,394,2723,986,1544,834
Tubbergen,2021,8226,2117,6109,1009,4688,378,2756,999,1520,834
Tubbergen,2022,8300,2149,6151,1062,4668,388,2837,1004,1466,844
Tubbergen,2023,8358,2206,6152,1057,4670,395,2818,1045,1456,833
Tubbergen,2024,8405,2233,6172,1056,4673,405,2842,1093,1427,810
Twenterand,2014,12886,3044,9842,1160,7906,738,4389,1901,2238,1314
Twenterand,2015,12927,3104,9823,1192,7840,747,4430,1841,2269,1283
Twenterand,2016,12991,3162,9829,1266,7762,762,4508,1793,2249,1279
Twenterand,2017,13032,3249,9783,1301,7693,749,4479,1759,2242,1303
Twenterand,2018,13086,3302,9784,1308,7664,771,4510,1737,2257,1280
Twenterand,2019,13142,3377,9765,1307,7602,817,4522,1768,2228,1247
Twenterand,2020,13184,3426,9758,1322,7535,863,4590,1734,2197,1237
Twenterand,2021,13253,3502,9751,1370,7488,855,4601,1742,2196,1212
Twenterand,2022,13360,3602,9758,1407,7463,855,4646,1734,2179,1199
Twenterand,2023,13434,3639,9795,1394,7469,893,4657,1768,2167,1203
Twenterand,2024,13561,3694,9867,1444,7478,906,4687,1845,2147,1188
Tynaarlo,2014,13625,3835,9790,1785,7131,840,5330,1708,2070,682
Tynaarlo,2015,13627,3835,9792,1806,7083,867,5284,1750,2071,687
Tynaarlo,2016,13770,3920,9850,1895,7064,863,5345,1730,2090,685
Tynaarlo,2017,14026,4091,9935,1942,7081,884,5340,1758,2116,721
Tynaarlo,2018,14087,4103,9984,2009,7043,908,5370,1751,2126,737
Tynaarlo,2019,14210,4146,10064,2097,7049,886,5436,1751,2119,758
Tynaarlo,2020,14306,4209,10097,2121,7056,892,5452,1785,2094,766
Tynaarlo,2021,14417,4287,10130,2138,7048,916,5495,1772,2094,769
Tynaarlo,2022,14493,4315,10178,2192,7040,923,5521,1764,2100,793
Tynaarlo,2023,14630,4390,10240,2214,7041,962,5515,1817,2118,790
Tynaarlo,2024,14704,4424,10280,2234,7072,945,5600,1798,2095,787
Ubbergen,2014,4375,1596,2779,509,2016,243,1579,484,526,190
Ubbergen,2015,,,,,,,,,,
Ubbergen,2016,,,,,,,,,,
Ubbergen,2017,,,,,,,,,,
Ubbergen,2018,,,,,,,,,,
Ubbergen,2019,,,,,,,,,,
Ubbergen,2020,,,,,,,,,,
Ubbergen,2021,,,,,,,,,,
Ubbergen,2022,,,,,,,,,,
Ubbergen,2023,,,,,,,,,,
Ubbergen,2024,,,,,,,,,,
Urk,2014,5754,1104,4650,70,4293,247,1335,778,942,1595
Urk,2015,5844,1096,4748,79,4370,263,1409,820,898,1621
Urk,2016,5941,1151,4790,87,4400,269,1422,796,923,1649
Urk,2017,6032,1159,4873,82,4488,264,1455,826,943,1649
Urk,2018,6127,1195,4932,80,4538,277,1458,823,966,1685
Urk,2019,6223,1219,5004,91,4593,282,1520,792,981,1711
Urk,2020,6346,1266,5080,96,4670,271,1563,805,991,1721
Urk,2021,6462,1299,5163,103,4746,275,1615,835,998,1715
Urk,2022,6582,1365,5217,109,4791,278,1659,835,982,1741
Urk,2023,6788,1470,5318,126,4860,294,1683,884,1021,1730
Urk,2024,6829,1470,5359,145,4869,302,1679,908,1048,1724
Valburg,2014,,,,,,,,,,
Valburg,2015,,,,,,,,,,
Valburg,2016,,,,,,,,,,
Valburg,2017,,,,,,,,,,
Valburg,2018,,,,,,,,,,
Valburg,2019,,,,,,,,,,
Valburg,2020,,,,,,,,,,
Valburg,2021,,,,,,,,,,
Valburg,2022,,,,,,,,,,
Valburg,2023,,,,,,,,,,
Valburg,2024,,,,,,,,,,
Voorst,2014,9616,2503,7113,1156,5420,494,3778,1224,1474,637
Voorst,2015,9750,2588,7162,1216,5399,502,3838,1235,1447,642
Voorst,2016,9794,2624,7170,1238,5388,496,3861,1190,1476,643
Voorst,2017,9917,2668,7249,1287,5413,505,3920,1204,1486,639
Voorst,2018,9967,2686,7281,1287,5449,493,3965,1190,1457,669
Voorst,2019,10063,2768,7295,1334,5407,504,3990,1169,1484,652
Voorst,2020,10149,2795,7354,1363,5427,513,4029,1191,1479,655
Voorst,2021,10254,2834,7420,1407,5457,512,4063,1207,1482,668
Voorst,2022,10391,2921,7470,1428,5486,519,4121,1172,1517,660
Voorst,2023,10480,2980,7500,1444,5485,536,4123,1169,1536,672
Voorst,2024,10619,3080,7539,1467,5499,533,4165,1155,1546,673
Vorden,2014,,,,,,,,,,
Vorden,2015,,,,,,,,,,
Vorden,2016,,,,,,,,,,
Vorden,2017,,,,,,,,,,
Vorden,2018,,,,,,,,,,
Vorden,2019,,,,,,,,,,
Vorden,2020,,,,,,,,,,
Vorden,2021,,,,,,,,,,
Vorden,2022,,,,,,,,,,
Vorden,2023,,,,,,,,,,
Vorden,2024,,,,,,,,,,
Vriezenveen,2014,,,,,,,,,,
Vriezenveen,2015,,,,,,,,,,
Vriezenveen,2016,,,,,,,,,,
Vriezenveen,2017,,,,,,,,,,
Vriezenveen,2018,,,,,,,,,,
Vriezenveen,2019,,,,,,,,,,
Vriezenveen,2020,,,,,,,,,,
Vriezenveen,2021,,,,,,,,,,
Vriezenveen,2022,,,,,,,,,,
Vriezenveen,2023,,,,,,,,,,
Vriezenveen,2024,,,,,,,,,,
Wageningen,2014,21082,12210,8872,2308,5586,878,5114,1552,1590,616
Wageningen,2015,21488,12520,8968,2369,5611,888,5236,1535,1594,603
Wageningen,2016,21493,12603,8890,2320,5569,886,5138,1549,1581,622
Wageningen,2017,22234,13586,8648,2056,5563,912,4854,1528,1631,635
Wageningen,2018,21992,13250,8742,2129,5601,901,4909,1561,1623,649
Wageningen,2019,22288,13444,8844,2200,5599,927,4992,1550,1671,631
Wageningen,2020,22676,13717,8959,2219,5640,968,5060,1600,1641,658
Wageningen,2021,22518,13482,9036,2311,5613,963,5155,1600,1644,637
Wageningen,2022,22877,13806,9071,2341,5651,929,5164,1586,1681,640
Wageningen,2023,23783,14697,9086,2305,5675,966,5129,1629,1688,640
Wageningen,2024,25227,16132,9095,2277,5683,998,5150,1658,1669,618
Warnsveld,2014,,,,,,,,,,
Warnsveld,2015,,,,,,,,,,
Warnsveld,2016,,,,,,,,,,
Warnsveld,2017,,,,,,,,,,
Warnsveld,2018,,,,,,,,,,
Warnsveld,2019,,,,,,,,,,
Warnsveld,2020,,,,,,,,,,
Warnsveld,2021,,,,,,,,,,
Warnsveld,2022,,,,,,,,,,
Warnsveld,2023,,,,,,,,,,
Warnsveld,2024,,,,,,,,,,
Weerselo,2014,,,,,,,,,,
Weerselo,2015,,,,,,,,,,
Weerselo,2016,,,,,,,,,,
Weerselo,2017,,,,,,,,,,
Weerselo,2018,,,,,,,,,,
Weerselo,2019,,,,,,,,,,
Weerselo,2020,,,,,,,,,,
Weerselo,2021,,,,,,,,,,
Weerselo,2022,,,,,,,,,,
Weerselo,2023,,,,,,,,,,
Weerselo,2024,,,,,,,,,,
Wehl,2014,,,,,,,,,,
Wehl,2015,,,,,,,,,,
Wehl,2016,,,,,,,,,,
Wehl,2017,,,,,,,,,,
Wehl,2018,,,,,,,,,,
Wehl,2019,,,,,,,,,,
Wehl,2020,,,,,,,,,,
Wehl,2021,,,,,,,,,,
Wehl,2022,,,,,,,,,,
Wehl,2023,,,,,,,,,,
Wehl,2024,,,,,,,,,,
West Betuwe,2014,,,,,,,,,,
West Betuwe,2015,,,,,,,,,,
West Betuwe,2016,,,,,,,,,,
West Betuwe,2017,,,,,,,,,,
West Betuwe,2018,,,,,,,,,,
West Betuwe,2019,20302,5224,15078,2401,11373,1236,7501,2818,3146,1613
West Betuwe,2020,20513,5302,15211,2555,11347,1243,7646,2799,3161,1605
West Betuwe,2021,20753,5471,15282,2636,11287,1284,7656,2868,3168,1590
West Betuwe,2022,21030,5632,15398,2676,11297,1344,7771,2882,3114,1631
West Betuwe,2023,21409,5851,15558,2703,11357,1405,7805,3017,3063,1673
West Betuwe,2024,21553,5912,15641,2738,11385,1414,7904,3024,3043,1670
West Maas en Waal,2014,7639,2010,5629,998,4175,429,2906,1066,1226,431
West Maas en Waal,2015,7842,2186,5656,1037,4143,447,2972,1058,1196,430
West Maas en Waal,2016,7876,2194,5682,1077,4103,472,2994,1065,1192,431
West Maas en Waal,2017,8017,2260,5757,1121,4137,471,3082,1077,1178,420
West Maas en Waal,2018,8085,2270,5815,1154,4142,491,3157,1078,1178,402
West Maas en Waal,2019,8195,2332,5863,1201,4158,475,3180,1085,1197,401
West Maas en Waal,2020,8303,2403,5900,1204,4203,458,3185,1091,1203,421
West Maas en Waal,2021,8444,2484,5960,1273,4206,451,3211,1127,1197,425
West Maas en Waal,2022,8529,2500,6029,1304,4243,449,3307,1131,1162,429
West Maas en Waal,2023,8710,2604,6106,1316,4306,453,3313,1173,1194,426
West Maas en Waal,2024,8832,2627,6205,1360,4349,456,3400,1172,1202,431
Westerveld,2014,8233,2509,5724,915,4407,374,3315,902,1061,446
Westerveld,2015,8285,2534,5751,922,4404,401,3372,897,1025,457
Westerveld,2016,8271,2561,5710,913,4376,400,3342,906,1035,427
Westerveld,2017,8378,2622,5756,961,4377,395,3380,919,1043,414
Westerveld,2018,8483,2669,5814,1008,4390,399,3461,894,1061,398
Westerveld,2019,8658,2792,5866,1032,4418,395,3492,909,1060,405
Westerveld,2020,8728,2832,5896,1039,4412,426,3511,941,1042,402
Westerveld,2021,8790,2799,5991,1102,4444,426,3610,954,1008,419
Westerveld,2022,8881,2833,6048,1122,4493,413,3640,976,1002,430
Westerveld,2023,8892,2858,6034,1111,4470,434,3647,957,1014,416
Westerveld,2024,8944,2885,6059,1100,4494,444,3690,947,993,429
Westervoort,2014,6488,1809,4679,759,3284,618,2382,1067,952,278
Westervoort,2015,6497,1857,4640,767,3246,610,2431,1030,923,256
Westervoort,2016,6540,1900,4640,782,3234,602,2446,1046,903,245
Westervoort,2017,6615,1969,4646,825,3210,597,2493,1030,872,251
Westervoort,2018,6680,2013,4667,851,3183,619,2548,1015,846,258
Westervoort,2019,6686,2032,4654,856,3162,622,2575,1004,833,242
Westervoort,2020,6697,2033,4664,874,3168,605,2589,998,827,250
Westervoort,2021,6727,2054,4673,891,3170,594,2603,990,829,251
Westervoort,2022,6745,2100,4645,888,3147,596,2629,944,825,247
Westervoort,2023,6817,2113,4704,892,3175,618,2681,928,838,257
Westervoort,2024,6817,2141,4676,874,3169,613,2633,955,825,263
Wierden,2014,9110,2081,7029,868,5656,461,3254,1209,1625,941
Wierden,2015,9168,2164,7004,868,5625,470,3246,1223,1624,911
Wierden,2016,9231,2175,7056,913,5635,462,3310,1212,1643,891
Wierden,2017,9409,2286,7123,934,5670,472,3359,1194,1659,911
Wierden,2018,9482,2318,7164,959,5673,484,3403,1222,1648,891
Wierden,2019,9532,2341,7191,966,5666,509,3473,1171,1644,903
Wierden,2020,9633,2430,7203,988,5642,530,3484,1185,1648,886
Wierden,2021,9689,2462,7227,1049,5603,537,3517,1200,1604,906
Wierden,2022,9759,2507,7252,1063,5613,531,3543,1202,1607,900
Wierden,2023,9877,2615,7262,1065,5611,537,3495,1227,1644,896
Wierden,2024,9979,2689,7290,1086,5626,532,3549,1228,1632,881
Wijchen,2014,17107,4856,12251,2105,8943,1142,6065,2328,2882,976
Wijchen,2015,17118,4879,12239,2158,8901,1124,6150,2292,2845,952
Wijchen,2016,17199,4957,12242,2192,8826,1161,6214,2289,2808,931
Wijchen,2017,17275,4979,12296,2263,8783,1188,6294,2269,2796,937
Wijchen,2018,17445,5149,12296,2295,8724,1221,6390,2286,2715,905
Wijchen,2019,17618,5310,12308,2274,8701,1273,6467,2235,2708,898
Wijchen,2020,17729,5390,12339,2331,8689,1260,6481,2291,2655,912
Wijchen,2021,17844,5422,12422,2460,8643,1260,6575,2325,2590,932
Wijchen,2022,17927,5490,12437,2476,8630,1274,6574,2340,2629,894
Wijchen,2023,18136,5676,12460,2470,8632,1302,6627,2328,2635,870
Wijchen,2024,18221,5765,12456,2507,8595,1289,6630,2392,2569,865
Wijhe,2014,,,,,,,,,,
Wijhe,2015,,,,,,,,,,
Wijhe,2016,,,,,,,,,,
Wijhe,2017,,,,,,,,,,
Wijhe,2018,,,,,,,,,,
Wijhe,2019,,,,,,,,,,
Wijhe,2020,,,,,,,,,,
Wijhe,2021,,,,,,,,,,
Wijhe,2022,,,,,,,,,,
Wijhe,2023,,,,,,,,,,
Wijhe,2024,,,,,,,,,,
Winterswijk,2014,12439,3975,8464,1493,6106,818,4515,1465,1761,723
Winterswijk,2015,12598,4102,8496,1586,6064,803,4564,1484,1729,719
Winterswijk,2016,12652,4161,8491,1585,6033,831,4621,1451,1709,710
Winterswijk,2017,12678,4174,8504,1603,6039,813,4645,1476,1679,704
Winterswijk,2018,12685,4176,8509,1597,6049,817,4660,1442,1683,724
Winterswijk,2019,12767,4282,8485,1615,6017,811,4645,1495,1652,693
Winterswijk,2020,12772,4310,8462,1592,6000,827,4620,1502,1663,677
Winterswijk,2021,12879,4334,8545,1639,6016,843,4703,1522,1637,683
Winterswijk,2022,12995,4411,8584,1680,6001,855,4785,1484,1638,677
Winterswijk,2023,13070,4452,8618,1669,6019,877,4827,1472,1670,649
Winterswijk,2024,13185,4572,8613,1660,6023,873,4843,1524,1624,622
Wisch,2014,,,,,,,,,,
Wisch,2015,,,,,,,,,,
Wisch,2016,,,,,,,,,,
Wisch,2017,,,,,,,,,,
Wisch,2018,,,,,,,,,,
Wisch,2019,,,,,,,,,,
Wisch,2020,,,,,,,,,,
Wisch,2021,,,,,,,,,,
Wisch,2022,,,,,,,,,,
Wisch,2023,,,,,,,,,,
Wisch,2024,,,,,,,,,,
De Wolden,2014,9666,2559,7107,1112,5469,505,3741,1202,1469,695
De Wolden,2015,9749,2613,7136,1151,5454,512,3771,1203,1464,698
De Wolden,2016,9830,2666,7164,1188,5435,518,3800,1224,1466,674
De Wolden,2017,9914,2783,7131,1213,5377,516,3796,1174,1471,690
De Wolden,2018,10003,2816,7187,1235,5399,530,3840,1212,1442,693
De Wolden,2019,10140,2862,7278,1299,5403,552,3952,1195,1437,694
De Wolden,2020,10201,2861,7340,1311,5460,544,4007,1171,1461,701
De Wolden,2021,10256,2909,7347,1349,5464,506,4049,1133,1491,674
De Wolden,2022,10299,2884,7415,1411,5466,509,4107,1132,1493,683
De Wolden,2023,10377,2958,7419,1395,5467,528,4111,1179,1448,681
De Wolden,2024,10429,2991,7438,1451,5430,530,4169,1190,1415,664
Zaltbommel,2014,10546,2749,7797,1020,6042,685,3684,1446,1594,1073
Zaltbommel,2015,10653,2808,7845,1056,6045,697,3697,1485,1603,1060
Zaltbommel,2016,10809,2917,7892,1088,6035,726,3738,1490,1614,1050
Zaltbommel,2017,10976,3023,7953,1131,6035,736,3801,1490,1610,1052
Zaltbommel,2018,11206,3181,8025,1153,6077,749,3872,1476,1626,1051
Zaltbommel,2019,11614,3486,8128,1186,6097,799,3980,1509,1608,1031
Zaltbommel,2020,11862,3628,8234,1240,6145,804,4060,1515,1628,1031
Zaltbommel,2021,12119,3724,8395,1328,6188,821,4168,1513,1658,1056
Zaltbommel,2022,12343,3811,8532,1418,6240,812,4244,1540,1692,1056
Zaltbommel,2023,12612,4010,8602,1421,6282,838,4288,1580,1670,1064
Zaltbommel,2024,12718,4141,8577,1391,6277,843,4279,1592,1637,1069
Zeewolde,2014,8460,2254,6206,950,4605,623,2711,1253,1478,764
Zeewolde,2015,8930,2668,6262,1003,4594,640,2775,1289,1467,731
Zeewolde,2016,9108,2766,6342,1032,4621,670,2838,1325,1479,700
Zeewolde,2017,9274,2906,6368,1048,4638,659,2928,1324,1418,698
Zeewolde,2018,9248,2870,6378,1061,4653,631,2913,1375,1408,682
Zeewolde,2019,9393,2928,6465,1086,4709,643,3043,1340,1415,667
Zeewolde,2020,9668,3110,6558,1112,4754,662,3143,1334,1434,647
Zeewolde,2021,9720,2993,6727,1214,4820,669,3280,1390,1409,648
Zeewolde,2022,10091,3255,6836,1247,4893,673,3402,1394,1388,652
Zeewolde,2023,10215,3231,6984,1292,4951,704,3523,1413,1403,645
Zeewolde,2024,10361,3297,7064,1298,5005,714,3642,1447,1370,605
Zelhem,2014,,,,,,,,,,
Zelhem,2015,,,,,,,,,,
Zelhem,2016,,,,,,,,,,
Zelhem,2017,,,,,,,,,,
Zelhem,2018,,,,,,,,,,
Zelhem,2019,,,,,,,,,,
Zelhem,2020,,,,,,,,,,
Zelhem,2021,,,,,,,,,,
Zelhem,2022,,,,,,,,,,
Zelhem,2023,,,,,,,,,,
Zelhem,2024,,,,,,,,,,
Zevenaar,2014,14475,4563,9912,1818,7106,941,5565,1762,1961,624
Zevenaar,2015,14532,4636,9896,1826,7033,994,5558,1777,1956,605
Zevenaar,2016,14607,4723,9884,1873,6946,1020,5591,1764,1940,589
Zevenaar,2017,14737,4849,9888,1878,6910,1046,5597,1777,1919,595
Zevenaar,2018,19489,6249,13240,2516,9241,1413,7394,2425,2624,797
Zevenaar,2019,19614,6338,13276,2595,9204,1409,7439,2477,2589,771
Zevenaar,2020,19850,6537,13313,2620,9191,1436,7526,2401,2625,761
Zevenaar,2021,20008,6619,13389,2784,9135,1406,7546,2443,2625,775
Zevenaar,2022,20325,6785,13540,2889,9196,1388,7643,2497,2617,783
Zevenaar,2023,20533,6888,13645,2864,9264,1453,7708,2530,2621,786
Zevenaar,2024,20578,6971,13607,2860,9199,1474,7689,2522,2609,787
Zutphen,2014,21263,7768,13495,2726,8990,1684,7232,2471,2713,1079
Zutphen,2015,21320,7877,13443,2695,8939,1734,7293,2467,2655,1028
Zutphen,2016,21506,8118,13388,2687,8914,1729,7261,2453,2630,1044
Zutphen,2017,21701,8335,13366,2672,8916,1713,7254,2490,2585,1037
Zutphen,2018,21848,8358,13490,2713,8897,1814,7383,2523,2555,1029
Zutphen,2019,22123,8649,13474,2706,8852,1853,7380,2528,2522,1044
Zutphen,2020,22046,8587,13459,2720,8835,1833,7425,2516,2494,1024
Zutphen,2021,22302,8740,13562,2809,8849,1832,7602,2475,2490,995
Zutphen,2022,22580,8883,13697,2897,8929,1804,7789,2480,2439,989
Zutphen,2023,22877,9138,13739,2889,8915,1859,7833,2497,2421,988
Zutphen,2024,23105,9320,13785,2889,8965,1858,7901,2541,2403,940
Zwartewaterland,2014,8143,1978,6165,452,5295,381,2669,1127,1275,1094
Zwartewaterland,2015,8248,2070,6178,458,5317,366,2755,1066,1280,1077
Zwartewaterland,2016,8310,2091,6219,486,5323,375,2785,1082,1271,1081
Zwartewaterland,2017,8363,2138,6225,488,5327,381,2809,1062,1283,1071
Zwartewaterland,2018,8457,2151,6306,514,5353,408,2892,1066,1280,1068
Zwartewaterland,2019,8485,2150,6335,522,5366,416,2934,1059,1285,1057
Zwartewaterland,2020,8565,2174,6391,557,5359,447,2948,1098,1293,1052
Zwartewaterland,2021,8622,2204,6418,601,5341,449,2940,1113,1327,1038
Zwartewaterland,2022,8731,2305,6426,591,5362,443,2917,1102,1367,1040
Zwartewaterland,2023,8929,2398,6531,622,5423,454,2984,1129,1391,1027
Zwartewaterland,2024,9016,2445,6571,633,5455,450,3010,1142,1393,1026
Zwartsluis,2014,,,,,,,,,,
Zwartsluis,2015,,,,,,,,,,
Zwartsluis,2016,,,,,,,,,,
Zwartsluis,2017,,,,,,,,,,
Zwartsluis,2018,,,,,,,,,,
Zwartsluis,2019,,,,,,,,,,
Zwartsluis,2020,,,,,,,,,,
Zwartsluis,2021,,,,,,,,,,
Zwartsluis,2022,,,,,,,,,,
Zwartsluis,2023,,,,,,,,,,
Zwartsluis,2024,,,,,,,,,,
Zwolle,2014,56180,22173,34007,7846,22324,3519,17341,6464,7230,2972
Zwolle,2015,56699,22583,34116,7869,22295,3655,17417,6432,7254,3013
Zwolle,2016,57520,23271,34249,8032,22171,3744,17537,6421,7304,2987
Zwolle,2017,58000,23494,34506,8152,22151,3897,17792,6366,7300,3048
Zwolle,2018,58546,23896,34650,8309,22084,3981,17955,6349,7286,3060
Zwolle,2019,59307,24335,34972,8470,22128,4108,18172,6391,7322,3087
Zwolle,2020,60093,24770,35323,8617,22180,4260,18452,6419,7316,3136
Zwolle,2021,60800,25174,35626,8891,22155,4328,18731,6414,7355,3126
Zwolle,2022,61437,25645,35792,8986,22162,4369,18900,6435,7307,3150
Zwolle,2023,62308,26269,36039,8866,22319,4573,18867,6631,7393,3148
Zwolle,2024,62948,26828,36120,8857,22380,4577,18953,6709,7428,3030
Bron: CBS,,,,,,,,,,,
